lat,lon,time
33.08545,35.418295,0
33.10962522461764,35.43605896674977,30.0556169168943
33.108148778408534,35.46602261316658,60.11123383378791
33.10705966260873,35.49600283709461,90.16685075068324
33.13510770692744,35.50664742303748,120.2224676675735
33.146098278971245,35.53456170837939,150.2780845844642
33.17479736684921,35.543300264036525,180.33370150135943
33.17017851009727,35.57294256762962,210.3893184182533
33.17756391720827,35.6020192896217,240.4449353351479
33.18051838179675,35.631873454138486,270.50055225203874
33.20667176339727,35.646570414057386,300.55616916893155
33.231006700790296,35.66411495229803,330.6117860858248
33.243209,35.676406,347.96342009250844
