lat,lon,time
33.344726,35.735203,0
33.319800656883885,35.71850787285032,30.05561691689628
33.30657913018442,35.691578497964606,60.111233833788084
33.293017279548046,35.66481889768141,90.16685075067907
33.27352921032587,35.642010672016276,120.22246766757081
33.264890245975934,35.6132814483066,150.27808458446424
33.24486495705703,35.590943413394946,180.33370150135474
33.220415404619736,35.5735589552321,210.38931841824493
33.21978497051417,35.543565580082934,240.44493533514154
33.20515659867768,35.51737377339814,270.5005522520363
33.17887947998389,35.50289920835623,300.5561691689302
33.15065664207323,35.492727118095694,330.61178608582406
33.12252209256369,35.48231332321125,360.6674030027157
33.11913843774121,35.45250475263092,390.7230199196113
33.09035998041678,35.44403124131473,420.7786368365038
33.06324024688692,35.43120470424234,450.83425375339675
33.0670594780766,35.40144880611911,480.889870670292
33.066292244108645,35.37145861852319,510.9454875871873
33.03637491968317,35.3736843092521,541.0011045040795
33.02168048056656,35.347529511240104,571.0567214209728
33.02328,35.346558,572.9316332429934
