lat,lon
33.314686,35.372517
33.31446144767148,35.37251324961862
33.314236895342965,35.37250949923724
33.31401234301445,35.37250574885586
33.31378779068593,35.372501998474476
33.31356323835741,35.372498248093095
33.31333868602889,35.37249449771171
33.313114133700374,35.37249074733033
33.312889581371856,35.37248699694895
33.31266502904334,35.37248324656757
33.31244047671482,35.37247949618619
33.3122159243863,35.372475745804806
33.31199137205778,35.372471995423425
33.311766819729264,35.37246824504204
33.311542267400746,35.37246449466066
33.31131771507223,35.37246074427928
33.31109316274371,35.3724569938979
33.31086861041519,35.37245324351652
33.31064405808667,35.372449493135136
33.310419505758155,35.372445742753754
33.31019495342964,35.37244199237237
33.30997040110112,35.37243824199099
33.3097458487726,35.37243449160961
33.30952129644408,35.37243074122823
33.309296744115564,35.37242699084685
33.309072191787045,35.372423240465466
33.30884763945853,35.372419490084084
33.30862308713001,35.3724157397027
33.30839853480149,35.37241198932132
33.30817398247297,35.37240823893994
33.307949430144454,35.37240448855856
33.307724877815936,35.37240073817718
33.30750032548742,35.372396987795796
33.3072757731589,35.372393237414414
33.30705122083038,35.37238948703303
33.30682666850186,35.37238573665165
33.306602116173345,35.37238198627027
33.306377563844826,35.37237823588889
33.30615301151631,35.37237448550751
33.30592845918779,35.372370735126125
33.30570390685927,35.372366984744744
33.30547935453075,35.37236323436336
33.305254802202235,35.37235948398198
33.30503024987372,35.3723557336006
33.3048056975452,35.37235198321922
33.30458114521668,35.37234823283784
33.30435659288816,35.372344482456455
33.304132040559644,35.372340732075074
33.303907488231125,35.37233698169369
33.30368293590261,35.37233323131231
33.30345838357409,35.37232948093093
33.30323383124557,35.37232573054955
33.30300927891705,35.37232198016817
33.302784726588534,35.372318229786785
33.302560174260016,35.372314479405404
33.3023356219315,35.37231072902402
33.30211106960298,35.37230697864264
33.30188651727446,35.37230322826126
33.30166196494594,35.37229947787988
33.301437412617425,35.372295727498496
33.301212860288906,35.372291977117115
33.30098830796039,35.37228822673573
33.30076375563187,35.37228447635435
33.30053920330335,35.37228072597297
33.30031465097483,35.37227697559159
33.300090098646315,35.37227322521021
33.2998655463178,35.372269474828826
33.29964099398928,35.372265724447445
33.29941644166076,35.37226197406606
33.29919188933224,35.37225822368468
33.298967337003724,35.3722544733033
33.298742784675206,35.37225072292192
33.29851823234669,35.37224697254054
33.29829368001817,35.372243222159156
33.29806912768965,35.372239471777775
33.29784457536113,35.37223572139639
33.297620023032614,35.37223197101501
33.297395470704096,35.37222822063363
33.29717091837558,35.37222447025225
33.29694636604706,35.37222071987087
33.29672181371854,35.372216969489486
33.29649726139002,35.372213219108104
33.296272709061505,35.37220946872672
33.29604815673299,35.37220571834534
33.29582360440447,35.37220196796396
33.29559905207595,35.37219821758258
33.29537449974743,35.3721944672012
33.29514994741891,35.372190716819816
33.294925395090395,35.372186966438434
33.29468878884834,35.372183014737196
33.29452485660694,35.37202950892678
33.29436092436554,35.37187600311636
33.29419699212414,35.371722497305946
33.29403305988274,35.37156899149553
33.293869127641344,35.37141548568511
33.293705195399944,35.371261979874696
33.293541263158545,35.37110847406428
33.293377330917146,35.37095496825386
33.293213398675746,35.370801462443445
33.29304946643435,35.37064795663303
33.29288553419295,35.37049445082261
33.29272160195155,35.370340945012195
33.29255766971015,35.37018743920178
33.29239373746875,35.37003393339136
33.29222980522735,35.369880427580945
33.29206587298595,35.36972692177053
33.29190194074455,35.36957341596011
33.29173800850315,35.369419910149695
33.29157407626175,35.36926640433928
33.291410144020354,35.36911289852886
33.291246211778954,35.368959392718445
33.291082279537555,35.36880588690803
33.290918347296156,35.36865238109761
33.29075441505476,35.368498875287194
33.29059048281336,35.36834536947678
33.29042655057196,35.36819186366636
33.29026261833056,35.368038357855944
33.29009868608916,35.36788485204553
33.28993475384776,35.36773134623511
33.28977082160636,35.367577840424694
33.28960688936496,35.36742433461428
33.28944295712356,35.36727082880386
33.28927902488216,35.367117322993444
33.28911509264076,35.36696381718303
33.288951160399364,35.36681031137261
33.288787228157965,35.366656805562194
33.288623295916565,35.36650329975178
33.288459363675166,35.36634979394136
33.28829543143377,35.36619628813094
33.28813149919237,35.36604278232053
33.28796756695097,35.36588927651011
33.28780363470957,35.36573577069969
33.28763970246817,35.36558226488928
33.28747577022677,35.36542875907886
33.28731183798537,35.36527525326844
33.28714790574397,35.365121747458026
33.28698397350257,35.36496824164761
33.28682004126117,35.36481473583719
33.28665610901977,35.364661230026776
33.286492176778374,35.36450772421636
33.286328244536975,35.36435421840594
33.286164312295575,35.364200712595526
33.286000380054176,35.36404720678511
33.28583644781278,35.36389370097469
33.28567251557138,35.363740195164276
33.28550858332998,35.36358668935386
33.28534465108858,35.36343318354344
33.28518071884718,35.363279677733026
33.28501678660578,35.36312617192261
33.28485285436438,35.36297266611219
33.28468892212298,35.362819160301775
33.28452498988158,35.36266565449136
33.28436105764018,35.36251214868094
33.284197125398784,35.362358642870525
33.284033193157384,35.36220513706011
33.283869260915985,35.36205163124969
33.283705328674586,35.361898125439275
33.283541396433186,35.36174461962886
33.28337746419179,35.36159111381844
33.28321353195039,35.361437608008025
33.28304959970899,35.36128410219761
33.28288566746759,35.36113059638719
33.28272173522619,35.360977090576775
33.28255780298479,35.36082358476636
33.28239387074339,35.36067007895594
33.28222993850199,35.360516573145524
33.28206600626059,35.36036306733511
33.28190207401919,35.36020956152469
33.281738141777794,35.360056055714274
33.281574209536394,35.35990254990386
33.281410277294995,35.35974904409344
33.281246345053596,35.359595538283024
33.2810824128122,35.35944203247261
33.2809184805708,35.35928852666219
33.2807545483294,35.359135020851774
33.280590616088,35.35898151504136
33.2804266838466,35.35882800923094
33.2802627516052,35.358674503420524
33.2800900195214,35.35851275745583
33.27987669885629,35.35858298642022
33.27966337819118,35.35865321538461
33.27945005752607,35.358723444348996
33.27923673686096,35.358793673313386
33.27902341619585,35.358863902277776
33.27881009553074,35.358934131242165
33.278596774865626,35.359004360206555
33.278383454200515,35.359074589170945
33.278170133535404,35.359144818135334
33.27795681287029,35.359215047099724
33.27774349220518,35.359285276064114
33.27753017154007,35.3593555050285
33.27731685087496,35.35942573399289
33.27710353020985,35.35949596295728
33.27689020954474,35.35956619192167
33.27667688887963,35.35963642088606
33.27646356821452,35.35970664985045
33.276250247549406,35.35977687881484
33.276036926884295,35.35984710777923
33.275823606219184,35.35991733674362
33.27561028555407,35.35998756570801
33.27539696488896,35.3600577946724
33.27518364422385,35.36012802363679
33.27497032355874,35.36019825260118
33.27475700289363,35.36026848156557
33.27454368222852,35.36033871052996
33.27433036156341,35.36040893949435
33.2741170408983,35.36047916845874
33.273903720233186,35.36054939742313
33.273690399568075,35.36061962638752
33.273477078902964,35.36068985535191
33.27326375823785,35.3607600843163
33.27305043757274,35.36083031328069
33.27283711690763,35.360900542245076
33.27262379624252,35.360970771209466
33.27241047557741,35.361041000173856
33.2721971549123,35.361111229138245
33.27198383424719,35.361181458102635
33.27177051358208,35.361251687067025
33.271557192916966,35.361321916031415
33.271343872251855,35.361392144995804
33.271130551586744,35.361462373960194
33.27091723092163,35.361532602924584
33.27070391025652,35.36160283188897
33.27049058959141,35.36167306085336
33.2702772689263,35.36174328981775
33.27006394826119,35.36181351878214
33.26985062759608,35.36188374774653
33.26963730693097,35.36195397671092
33.269423986265856,35.36202420567531
33.269210665600745,35.3620944346397
33.268997344935634,35.36216466360409
33.26878402427052,35.36223489256848
33.26857070360541,35.36230512153287
33.2683573829403,35.36237535049726
33.26814406227519,35.36244557946165
33.26793074161008,35.36251580842604
33.26771742094497,35.36258603739043
33.26750410027986,35.36265626635482
33.26729077961475,35.36272649531921
33.267077458949636,35.3627967242836
33.266864138284525,35.36286695324799
33.266650817619414,35.36293718221238
33.2664374969543,35.36300741117677
33.26622417628919,35.36307764014116
33.26601085562408,35.363147869105546
33.26579753495897,35.363218098069936
33.26558421429386,35.363288327034326
33.26537089362875,35.363358555998715
