lat,lon,time
31.347206,34.34772,0
31.375873818488863,34.35656059857078,30.055616916894085
31.383933281414667,34.38545774475077,60.11123383378576
31.39537355760374,34.413190759024694,90.16685075068176
31.42489602629293,34.407859357473896,120.22246766757682
31.441915282293667,34.432564517363716,150.278084584473
31.469063519894622,34.445330612896896,180.33370150136932
31.49362378854895,34.46255830002046,210.38931841826533
31.516921198094682,34.481458847855336,240.44493533515939
31.54691142595007,34.48222450651414,270.5005522520526
31.570469518770533,34.50079911990615,300.55616916894525
31.600444084641925,34.502034191086906,330.61178608583776
31.623925698521923,34.520705393768864,360.6674030027322
31.65060655284298,34.53442151613266,390.7230199196275
31.664069,34.556007,416.20973012477
