lat,lon
32.065422259029,34.4851022254285
32.7118022123786,34.8040967864485
31.4444975384094,34.635291431134
30.9046565987032,34.2569428287902
30.4160771828688,34.8549772539999
31.616324543023,35.1345862555963
32.2018257810989,35.1330239373665
30.9504701540798,35.0129397701101
31.2292252876813,35.6589437856174
33.1625828298251,35.1541586455652
33.4378505824231,35.8647698694276
32.9510774583741,35.9637680531386
32.5793329910659,35.6313763327719
31.9106164109689,35.7839261235049
29.7509516341004,34.6524984427888
29.9215277800964,35.3006328673375
30.5580139179518,35.5491222329551
29.4137716581472,34.9566635846858
30.3095067408226,34.3290732347159
31.4585822614676,34.0648023784343
