lat,lon
32.1936338655193,34.7248513451284
32.737115521035,34.9178854561248
31.6163204944478,34.3698815362273
30.5463013631668,34.4469596042807
30.4631485701489,35.2601315879813
31.0566557559382,34.8371216073129
31.6598290354118,35.1227531185476
31.0519923267925,35.5383445591319
29.8786831113566,35.3294258231495
33.1899132173487,35.1614352668329
33.4214657319814,35.8730852879553
32.8338956844263,35.8803696670212
32.2796177639696,35.5401983181898
31.6791523327863,35.7447417582122
29.4708447812614,34.9048355088075
30.0258473009356,34.6159259328105
31.1248120050682,34.0740913785019
