lat,lon,time
33.12364,35.447967,0
33.11765405923493,35.418570256759345,30.0556169168909
33.089289979733685,35.408798921433664,60.11123383378139
33.06532123108248,35.39075732815327,90.16685075067296
33.05511767483162,35.36254585105909,120.22246766756574
33.02810401590441,35.34949739400991,150.27808458445807
33.02325555058062,35.31989177994764,180.33370150135232
33.00301110326807,35.297752169449495,210.38931841824774
32.976577386100274,35.28356560550001,240.4449353351415
32.97873312601383,35.2536431593195,270.5005522520387
32.9802761059017,35.223682865377924,300.5561691689342
32.961612,35.212822,322.1903509181367
