lat,lon,time
33.105142,35.170281,0
33.12334676356258,35.194126053651246,30.055616916894827
33.131035038761446,35.22312416435637,60.11123383379122
33.143062163769656,35.25060776426681,90.16685075068854
33.14318515482838,35.28060751215241,120.22246766758067
33.137870052511936,35.31013291964097,150.27808458447402
33.15296501239671,35.33605862476305,180.3337015013665
33.15457132552865,35.36601558986504,210.3893184182598
33.16291309594147,35.39483250965845,240.44493533515046
33.17737802152114,35.42111493587778,270.5005522520461
33.19016766288759,35.44825208889201,300.5561691689406
33.1771689817562,35.47528973466313,330.61178608583106
33.16530941395558,35.50284605247924,360.6674030027273
33.14914415449795,35.528118258292494,390.7230199196222
33.16666548822549,35.552469908429764,420.77863683651475
33.15686356698059,35.58082343272409,450.8342537534096
33.160323839965415,35.61062320639555,480.8898706703024
33.176602,35.61,497.21015615250013
